"Profil","Lieu_de_recherche","Disponibilité","Points_forts","Expérience","Compétence"
"Recherche d'un emploi dans le domaine de la finance quantitative ou corporative .","France entière","immédiate","Faire preuve de rigueur et de précision
Travailler en équipe
Mathématiques financières
Calculer les marges, la rentabilité d'un produit ou d'une activité
Collecter et analyser des données, des informations","MASTER DE DROIT,ECONOMIE,GESTION, mention ECONOMIE

|
Bac+5 et plus ou équivalents","Analyse des risques financiers
(Débutant)
Calculs financiers
(Débutant)
Indicateurs de suivi d'activité
(Intermédiaire)
Modélisation économique"
"Second capitaine marine marchande","France entière","immédiate","","Responsable de projet architecture & intégration réseau/IIoT

|
Bourbon Digital & Innovation – Service IT (Marseille & navires offshore)","Actions et techniques de prévention, de sécurité et de secourisme
(Avancé)
Cartographie des risques
(Intermédiaire)
Chiffrage/calcul de coût
(Intermédiaire)
Consignes de navigabilité
(Avancé)
Documents nautiques et océanographiques (cartes marines, bases de données) à partir de paramètres métrologiques (marées, courants, profondeur, température, ...)
(Avancé)
Données techniques de la traversée
(Avancé)
Lecture de carte marine
(Avancé)
Maintenance préventive/curative de deuxième niveau
(Intermédiaire)
Procédures d'entretien d'équipements de propulsion
(Avancé)
Procédures de dépollution
(Intermédiaire)
Procédures de maintenance de matériel
(Avancé)
Réglementation sécurité incendie
(Avancé)
Règles de navigation à vue
(Avancé)
Règles de sécurité maritime
(Avancé)
Règles et consignes de sécurité liées à l'électricité
(Avancé)
Système Management Qualité, Sécurité, Environnement
(Avancé)"
"Chargé / Chargée de projet marketing","France entière","immédiate","Concevoir une campagne promotionnelle des produits
Elaborer la stratégie marketing de l'entreprise
Elaborer un plan marketing
Merchandising / Marchandisage
Réaliser le bilan des actions marketing","Sciences Po Toulouse (Formation au Centre de Préparation à l'Administration Générale)","Concevoir des supports de communication audiovisuels
(Intermédiaire)
Concevoir des supports de communication et d'image
(Avancé)
Concevoir des supports de communication visuelle
(Avancé)
Créer, organiser ou coordonner un évènement
(Avancé)
Définir une ligne éditoriale
(Avancé)
Définir une stratégie de communication
(Avancé)
Mettre en oeuvre des actions de communication
(Avancé)
Mettre en oeuvre des actions de communication interne
(Avancé)
Réaliser des actions de relation publique, de diffusion et de promotion de l'information
(Avancé)
Réaliser des supports de communication audiovisuels
(Intermédiaire)
Réaliser des supports de communication multimédia
(Avancé)
Rédiger des communiqués de presse
(Intermédiaire)
Rédiger le contenu d'un support de communication
(Avancé)
Rédiger un discours
(Avancé)"
"Spécialiste  en Marketing et Analyse de Marché","France entière","immédiate","Création de stratégies Marketing
Élaborer une stratégie d'enquête
Exploiter les résultats d'enquête et études de marché
Réaliser l'analyse d'une marque
Réaliser une étude quantitative","Marketing Officer

|
BOUYGUES TELECOM SERVICES (Porto, Portugal)","Actions marketing
(Avancé)
Big data Analytics
(Intermédiaire)
Google Analytics
(Débutant)
Mainframes et systèmes IBM
(Avancé)
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
(Avancé)
Visioconférences
(Avancé)"
"Consultant ERP SAP TMA / AMS / Key user SAP SD/MM S4 HANA ECC6.0 | Certifié SAP S/4HANA","France entière","immédiate","Travailler en équipe
Procéder aux phases de tests et de recettes des applications développées
Progiciels de gestion intégrée d'entreprise (ERP)
Anglais
SAP","CONSULTANT SAP / PRODUCT OWNER

|
SANOFI (LYON)Cette Expérience contient une pièce jointe","Assurer un service après-vente
(Avancé)
Effectuer une démonstration devant un client ou un public
(Avancé)
Élaborer, adapter une proposition commerciale
(Avancé)
Élaborer une stratégie commerciale
(Avancé)
Établir un devis
(Avancé)
Établir un plan de tournée de prospection (ciblage, interlocuteurs, préparation de dossiers techniques)
(Avancé)
Mettre en oeuvre des actions commerciales et promotionnelles
(Avancé)
Négocier des conditions commerciales
(Avancé)
Prospecter de nouveaux clients, de nouveaux marchés
(Avancé)"
"Mon leadership et mes compétences au service de l'entreprise","France entière","immédiate","Faire preuve d'autonomie
Faire preuve de rigueur et de précision
Définir la stratégie financière d'une structure
Gestion de projet
Négocier des solutions techniques ou financières avec un client","Responsable projets service

|
TEXELIS (Nouvelle-Aquitaine)","Analyse du Cycle de Vie - ACV des produits
(Avancé)
Anglais des affaires
(Avancé)
Conception et Dessin Assistés par Ordinateur (CAO/DAO)
(Avancé)
Données d'activité de la structure, du service
(Avancé)
Économie des marchés financiers
(Intermédiaire)
Gestion des risques
(Avancé)
Logiciel de gestion clients
(Avancé)
Progiciels de gestion intégrée d'entreprise (ERP)
(Avancé)"
"Cheffe de projet touristique, Forfaitiste, Formatrice & Jury tourisme - conception & vente de produits touristiques","France entière","immédiate","Créer, concevoir de nouveaux produits ou des améliorations produits
Définir la tarification des produits ou des services
Identifier et sélectionner des fournisseurs, sous-traitants, prestataires
Proposer un forfait touristique pour un type de clientèle
Superviser des opérations, des actions","Jury final

|
IEFT - Tourism Mangement School (Bordeaux)","Analyser un marché
(Avancé)
Collecter des informations sur l'offre touristique locale
Collecter et analyser des informations sur les partenaires
(Avancé)
Concevoir un voyage à la carte
(Avancé)
Définir la tarification des produits ou des services
(Avancé)
Développer et fidéliser la relation client
(Avancé)
Élaborer, adapter une proposition commerciale
(Avancé)
Élaborer une stratégie commerciale
(Intermédiaire)
Élaborer un plan marketing, une stratégie de marque et de communication
(Intermédiaire)
Négocier des conditions commerciales
(Avancé)
Organiser des séjours linguistiques
(Avancé)
Présenter et valoriser un produit ou un service
(Avancé)
Proposer un forfait touristique pour un type de clientèle
(Avancé)
Prospecter de nouveaux clients, de nouveaux marchés
(Avancé)
Réaliser une étude de marché, évaluer le potentiel d'un produit ou service
(Intermédiaire)
Réaliser une veille de marché, une veille concurrentielle
(Avancé)"
"Ingénieur en Génie Civil et Environnemental","France entière","immédiate","Python
Anglais
B - Véhicule léger","Assistant de recherche en laboratoire

|
Laboratoire de chimie et de biologie environnementale - Northwestern University (Evanston, IL , USA)","Méthodes d'analyse en biochimie
(Intermédiaire)
Python
(Avancé)"
"Ingénieur d'étude géotechnique, géophysique | environnement","France entière","immédiate","Présenter un dossier de chantier au chef de chantier et aux intervenants
Connaissance des bases des DTU (Document Technique Unifié)
Géophysique
Géotechnique
Sols pollués","Ingénieur d'étude Géophysique

|
WSP France (Lyon)","Analyse numérique
(Intermédiaire)
Autocad
(Débutant)
Character Studio
(Avancé)
Géodésie
(Intermédiaire)
Géologie
(Avancé)
Géophysique
(Avancé)
Géotechnique
(Avancé)
Géothermie
(Avancé)
Gestion des risques
(Avancé)
Logiciel de traitement d'images
(Avancé)
Micromécanique
(Avancé)
Modélisation 3D
(Avancé)
Modélisation et simulation
(Avancé)
Photogrammétrie
(Avancé)
Pratique du surf
(Avancé)
Python
(Avancé)
Télédétection
(Avancé)"
"A la recherche d'un emlpoi dans le métier de innovation, digital, marketing, strategie, etc.","France entière","immédiate","Excellente culture digitale (Internet et réseaux sociaux, publicité online, outils collaboratifs…), marketing et commerciale (marketing direct, CRM, produits…)
Anglais
Chinois (Mandarin)
Français","Business Analyst & Marketing Project Manager

|
HaiRui Legal (AI Start-up) (Shanghai, Chine)","Concevoir et gérer un projet
Définir une stratégie de développement d'une activité ou de produits
Élaborer une stratégie de développement d'activité
Mesurer le retour sur investissement d'une action marketing
Mettre en oeuvre une stratégie, un plan d'actions
Mettre en place des solutions d'amélioration de la performance
Participer à la définition d'une stratégie de développement de produits"
"Informaticien Polyvalent Itinérant (+18 ans Expérience)","France entière","immédiate","Configurer le poste de travail aux besoins de l'utilisateur
Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel
Gestion de parc informatique
Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logistiques et physiques","Field Service Engineer Data Center

|
DELL (FRANCE)","Analyse d'incidents
(Avancé)
Connectique
(Avancé)
Domaine informatique client-serveur
Échange de Données Informatisées (EDI)
(Intermédiaire)
Électricité
(Intermédiaire)
Électronique
(Débutant)
Gestion de Maintenance Assistée par Ordinateur (GMAO)
(Avancé)
Gestion de parc informatique
(Avancé)
Informatique
(Avancé)
Logiciel de gestion de stocks
(Avancé)
Logiciel de traitement de texte
(Avancé)
Logiciels de gestion d'appels téléphoniques
(Avancé)
Logiciel tableur
(Avancé)
Mécanique
(Avancé)
Micro-informatique
(Avancé)
Microsoft Active Directory
(Intermédiaire)
Outils de data management
(Avancé)
Paramétrage de logiciels
(Avancé)
Principes de fonctionnement d'un moteur
(Avancé)
Progiciels de gestion intégrée d'entreprise (ERP)
(Avancé)
Système d'exploitation informatique Android
(Intermédiaire)
Système d'exploitation Linux
(Intermédiaire)
Système d'exploitation Unix
Système d'exploitation Windows
(Avancé)
Système de Gestion de Bases de Données (SGBD)
(Intermédiaire)
Système de messagerie
(Avancé)
Système informatique (embarqué ou fixe)
(Avancé)
Système réseau (LAN, MAN, WAN)
(Avancé)
Technologie des équipements électriques
(Débutant)"
"Développeur back-end, Ruby on Rails","France entière","immédiate","Règles de sécurité Informatique et Télécoms
Script Shell
Système de Gestion de Bases de Données (SGBD)
Paramétrer un logiciel, un outil, un système numérique
Ruby","Webmaster

|
OpenSource (France)","Algorithmique
Application web
Architecture web
Comptabilité générale
CSS
(Intermédiaire)
Gestion administrative
Gestion budgétaire
Gestion commerciale, relation clients
HTML
(Intermédiaire)
Logiciels d'édition multimédia
(Avancé)
Nouvelles Technologies de l'information et de la Communication (NTIC)
(Avancé)
PHP
(Débutant)
Python
(Intermédiaire)
Ruby
(Avancé)
Sciences et techniques de l'ingénieur
Script Shell
SQL
(Intermédiaire)
Système d'information et de communication
Système de Gestion de Bases de Données (SGBD)
(Intermédiaire)
Systèmes d'exploitation informatique
(Intermédiaire)
XML
(Intermédiaire)"
"Directeur développement RH et performance","France entière","immédiate","Gestion de projet
Déployer des outils de Gestion prévisionnelle des Emplois et des Compétences (GPEC)
Intelligence artificielle
Mettre en place des actions de gestion de ressources humaines
Mettre en place des solutions d'amélioration de la performance","Head of sales

|
OYESK (Paris - Luxembourg)","Analyser les besoins de l'entreprise en formation, en recrutement et en mobilité professionnelle
(Avancé)
Concevoir des référentiels d'emplois et de compétences
(Avancé)
Concevoir et piloter une politique de gestion des ressources humaines
(Avancé)
Déployer des outils de Gestion prévisionnelle des Emplois et des Compétences (GPEC)
(Avancé)
Gérer les carrières
(Avancé)
Mettre en oeuvre les actions de transformation nécessaires aux changements
(Avancé)
Mettre en place des actions de gestion de ressources humaines
(Avancé)
Organiser un recrutement
(Avancé)
Piloter des opérations liées à la gestion des emplois et des compétences
(Avancé)
Recruter et intégrer une personne
(Avancé)
Rédiger une annonce d'emploi
(Avancé)
Sélectionner des candidats pour un poste
(Avancé)
Techniques commerciales
Techniques de communication orales, écrites et numériques
Techniques de planification
Techniques de sourcing candidat
(Avancé)"
"Expert Réseaux et Télécom 35 ans d'expérience","France entière","immédiate","Animer, coordonner une équipe
Expert réseaux LAN, WAN, Fibre optique
Expert télécom
Formateur
Gestion de projet","ITC Ariane

|
Expert télécom sur les produits Alcatel","ADSL
(Avancé)
Architecture d'un réseau téléphonique commuté
(Avancé)
Domotique
(Intermédiaire)
Données d'activité de la structure, du service
(Avancé)
Électronique
(Avancé)
Informatique
(Avancé)
Installation de téléphonie numérique
(Avancé)
Installation de téléphonie sans fils
(Avancé)
Logiciel de traitement de texte
(Avancé)
Logiciels de gestion d'appels téléphoniques
(Avancé)
Logiciel tableur
(Avancé)
Méthodes et outils de résolution de problèmes
(Avancé)
Micro-informatique
(Avancé)
Négociation
(Avancé)
Réseaux Digital Subscriber Line (DSL)
(Avancé)
Réseaux Digital System for Mobile Communications (DECT)
(Avancé)
Réseaux Local Area Network (LAN)
(Avancé)
Réseaux Private Automatic Branch eXchange (PABX)
(Avancé)
Réseaux Voies-Données-Images (VDI)
(Avancé)
Réseaux Wide Area Network (WAN)
(Avancé)
Technologie des fibres optiques
(Avancé)
Technologies radiofréquences
(Intermédiaire)"
"A la recherche d'un emploi principalement en gestion de projets (multi-industriels).","France entière","immédiate","Concevoir et gérer un projet
Conseiller des entreprises
Élaborer une stratégie de développement d'activité
Recueillir et analyser les besoins client
Rédiger un rapport, un compte rendu d'activité","Bras droit Country Manager

|
Voyage Privé (Aix-En-Provence)","E-Business
Économie du développement durable
Knowledge Management"
"Recherche une entreprise pour une alternance CDA (Concepteur Développeur d’Applications)","France entière","immédiate","Coder
Collaborer avec une équipe projet
Développer un logiciel, un système d'informations, une application
Faire preuve de curiosité
Langages de programmation informatique","Recherche une entreprise pour une alternance CDA (Concepteur Développeur d’Applications)

|
 (France)Cette Expérience contient une pièce jointe","Algorithmique
Anglais technique
Apache
Application web
Architecture MVC (Modèle - Vue - Contrôleur)
Argumentation commerciale
Basic
Blender
Business Intelligence (BI) / Informatique décisionnelle
C/C++
Cloud computing
Conception et réalisation de sites web, d'animation, de jeux vidéo, ...
Construction durable (Écoconstruction)
CSS
Docker
Écologie
Électronique
Framework Angular
Framework AngularJS
Génie logiciel
Gestion de version GIT
GitHub
GitLab
Google Analytics
HTML
Informatique des systèmes embarqués
Intelligence artificielle
Javascript
Kubernetes
Langages de programmation informatique
Logiciel de gestion clients
Maîtrise des logiciels de création et d’édition graphique (PAO [Publicité assistée par ordinateur]) : Photoshop, Illustrator, InDesign
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
Mécanique générale
Microsoft Visual Studio
MySQL
Node.js
Outils de web analyse - web analytics
PHP
Progiciels de gestion de la relation client (CRM - Customer Relationship Management)
Progiciels de gestion intégrée d'entreprise (ERP)
Programmation logicielle
Programmation orientée objet - POO
Projet multimédia
Publication Assistée par Ordinateur (PAO)
Publicité sur les moteurs de recherche (SEA - Search Engine Advertising)
Python
React.js
Sciences et techniques de l'ingénieur
Script Shell
Site de vente en ligne
SolidWorks
SQL
Suite bureautique - LibreOffice
Symfony
Symfony2
Système d'exploitation Linux
Système d'exploitation Windows
Système embarqué
Système informatique (embarqué ou fixe)
Webmarketing
WordPress (CMS)"
"Administrateur IT","France entière","immédiate","Technologies et protocoles réseaux
Business Intelligence (BI) / Informatique décisionnelle
Gérer et maitriser des bases de données (SQL/NoSQL)
Planifier des réparations
Système d'exploitation informatique VMWare (virtualisation d'architecture)","Master en Informatique appliquée offshoring

|
Bac+5 et plus ou équivalents","Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
C#
(Avancé)
DataMart (Magasin de données)
(Avancé)
Exploration de données (data mining)
(Avancé)
Javascript
(Avancé)
Langages de programmation informatique
(Avancé)
Microsoft Access
(Avancé)
Microsoft Excel
(Avancé)
Microsoft PowerPoint
(Avancé)
Microsoft SQL Server
(Avancé)
Microsoft Word
(Avancé)
Modélisation et simulation
(Avancé)
MySQL
(Avancé)
Oracle
(Intermédiaire)
Pratique de la natation
(Avancé)
Système d'exploitation informatique VirtualBox
(Avancé)
Système d'exploitation informatique VMWare (virtualisation d'architecture)
(Avancé)
Technologies et protocoles réseaux
(Intermédiaire)
WordPress (CMS)
(Intermédiaire)"
"Directeur travaux projets GTC GTB  ERP Batiments privés publics, Industriels, Hopitaux, Hotels, Ouvrages dArts","France entière","immédiate","","Chargé de projet T.C.E.

|
Artelia-Empeering (Paris La défense)","Cahier des Clauses Administratives Particulières (CCAP)
Cahier des Clauses Techniques Particulières -CCTP-
Chiffrage/calcul de coût
Code des marchés publics
Dossier d'Intervention Ultérieure sur l'Ouvrage (DIUO)
(Avancé)
Droit de l'urbanisme et de la construction
Droit immobilier
Gestion de projet
Législation sociale
Méthode de fabrication d'ouvrage en bois
Méthodes de transaction immobilière
Normes de la construction
(Avancé)
Normes environnementales
Plan Particulier de Sécurité et de Protection de la Santé -PPSPS-
Procédures d'appels d'offres
Réglementation fiscale immobilière
Règles d'intervention sur réseaux de distribution
Règles et consignes de sécurité"
"Consultant aéronautique / Instructeur aéronautique / Mécanicien navigant / Opérateur de Bord / Treuilliste","France entière","immédiate","Anglais technique
Formation / Enseignement
Opérations de « Travail Aérien » nécessitant une qualification Hélitreuillage
Planification / Suivi / Contrôle / Reporting
Système de navigation embarqué","Formateur et rédacteur de documentation aéronautique

|
DCI-SA","Accompagner une personne dans l'acquisition de connaissances
(Intermédiaire)
Assurer le suivi de la formation et le tracer dans les outils de suivi pédagogique à disposition
(Avancé)
Concevoir des modules de formation
(Avancé)
Concevoir des référentiels de formations
(Intermédiaire)
Concevoir et préparer les cours, les travaux dirigés ou les travaux pratiques
(Avancé)
Concevoir l'ingénierie de formation et les séquences pédagogiques
(Intermédiaire)
Concevoir un programme de formation
(Intermédiaire)
Corriger des évaluations (exercices, travaux pratiques, examens)
(Avancé)
Définir la progression pédagogique
(Intermédiaire)
Enseigner, transmettre des connaissances, développer des compétences
(Intermédiaire)
Transmettre une technique, un savoir-faire
(Avancé)"
"Bonjour, je soumets à votre estimée Excellence ma candidature pour travailler dans votre estimée entreprise. J'espère que ma candidature sera acceptée. Merci.","France entière","immédiate","","Couture de vêtements à la mode et contrôle de la qualité de la production

|
Tsf.co (Sefrou /Fès)Cette Expérience contient une pièce jointe","Réaliser les travaux de montage, d'assemblage"
"Developpeur Full Stack","France entière","immédiate","J2EE
Framework Angular
Java
Knowledge Management","Développeur Full Stack

|
Capgemini (Schiltigheim)","Algorithmique
Anglais technique
Application web
(Avancé)
Architecture web
ASP.NET
C#
Cobol
CSS
Framework Angular
(Avancé)
HTML
Informatique de gestion
J2EE
Java
(Avancé)
Knowledge Management
(Avancé)
Langages de programmation informatique
PHP
Programmation logicielle
Python
React.js
SQL
VB.NET
Visual Basic
XML"
"Jeune diplômé en écotoxicologie / toxicologie avec expertise de recherche.","France entière","immédiate","Français
Anglais","Master ""Toxicologie et Ecotoxicologie"" - Parcours ""ENACE""

|
Bac+5 et plus ou équivalents","Mettre en oeuvre des actions de communication interne
(Intermédiaire)
Présenter et expliciter les avancées scientifiques et les travaux de recherche
(Avancé)"
"ingenieur senior developpement 3D","France entière","immédiate","","Ingenieur développement 3D senior

|
RANCH COMPUTING (Paris 75018)","Informatique
Langages de programmation informatique
Logiciel de gestion documentaire
Logiciel de traitement de texte
(Intermédiaire)
Logiciel tableur
(Intermédiaire)
Mathématiques
(Avancé)
Modélisation et simulation
Technologies informatiques
Technologies télécoms"
"Docteur en Economie Appliquée, spécialisé dans la recherche et les études en économie publique et environnementale","France entière","immédiate","Économétrie
Logiciels de gestion de base de données
Méthodes d'enquête
Modélisation économique
Sciences économiques et sociales","Chargé d'études sénior 

|
ORIE - Observatoire Régional de l'Immobilier d'Entreprise en IDF (PARIS)","Analyse statistique
(Avancé)
Big data Analytics
(Intermédiaire)
Conception et analyse d'enquête
Développement économique
(Avancé)
Économétrie
(Avancé)
Économie
Économie du développement durable
(Avancé)
Gestion budgétaire
Logiciel de statistiques
(Avancé)
Logiciels de gestion de base de données
(Avancé)
Modélisation et simulation
Modélisation statistique
(Avancé)
Sciences économiques et sociales
(Avancé)
Urbanisme"
"Developpeur","France entière","immédiate","","Veille technologique Développeur JAVA/Angular","Algorithmique
Architecture propriétaire
Architecture web
Business Intelligence (BI) / Informatique décisionnelle
C/C++
(Avancé)
Delphi
(Intermédiaire)
Gestion de configuration
HTML
(Avancé)
Infogérance / télémaintenance
Informatique de gestion
Informatique industrielle
Ingénierie d'exploitation
Java
(Intermédiaire)
Javascript
Langages de programmation informatique
(Avancé)
Logiciel de traitement de texte
(Avancé)
Logiciels d'interface (middleware)
Logiciel tableur
(Avancé)
PDO (PHP Data Objects)
Perl
(Débutant)
PHP
(Avancé)
Publication Assistée par Ordinateur (PAO)
SQL
(Avancé)
Système d'exploitation Linux
(Intermédiaire)
Système d'exploitation MacOS
(Avancé)
Système d'exploitation Windows
(Intermédiaire)
Système de Gestion de Bases de Données (SGBD)
(Intermédiaire)
Système de messagerie
(Intermédiaire)
Système embarqué
(Intermédiaire)
Système multiprocesseurs
(Intermédiaire)
Système réseau (LAN, MAN, WAN)
(Intermédiaire)
Systèmes d'exploitation informatique
(Intermédiaire)
Visual Basic
(Débutant)"
"Ingénieur Support Hardware Stockage EMC DELL","France entière","immédiate","","INSPECTEUR MAINTENANCE GROS SYTEMES CONTROL DATA

|
Bac+3, Bac+4 ou équivalents",""
"Responsable ou adjoint approvisionnement logistique supply chain","France entière","immédiate","Faire preuve d'autonomie
coordination de services
erp
Gérer les stocks
gestion des commandes","consultant

|
Prime Engineering (Libourne)","Droit commercial
(Débutant)
Gestion de projet
(Intermédiaire)
Organisation d'un site d'entreposage (plan de circulation, ...)
(Intermédiaire)
Organisation de la chaîne logistique
(Intermédiaire)
Outils de planification
(Intermédiaire)
Principes d'optimisation des coûts
(Intermédiaire)
Réglementation du transport de marchandises
(Débutant)
Réglementation sur le stockage de produits spécifiques (dangereux, sous température dirigée, phytosanitaire, ...)
(Intermédiaire)"
"Développeur Web","France entière","immédiate","Faire preuve d'autonomie
Faire preuve de curiosité
Faire preuve de réactivité
Faire preuve de rigueur et de précision
Travailler en équipe","Développeur Web | Epitech Webacadémie

|
Bac+2 ou équivalentsCette Formation contient une pièce jointe","Algorithmique
Connectique
CSS
(Avancé)
Gestion de parc informatique
(Débutant)
HTML
(Avancé)
Informatique
(Avancé)
Javascript
(Intermédiaire)
Logiciel de traitement de texte
(Intermédiaire)
Logiciel tableur
(Intermédiaire)
MySQL
(Débutant)
PDO (PHP Data Objects)
(Débutant)
PHP
(Débutant)
SQL
(Intermédiaire)"
"Ingénieur en Sécurité des Systèmes et Devops","France entière","immédiate","Contribuer à la cybersécurité de l'entreprise : savoir reconnaître les données sensibles
Définir et faire évoluer la politique de sécurité des systèmes d'information du Groupe (PSSI)
Esprit d'initiative, autonomie, et travail en équipe
Faire preuve d'agilité dans son action selon les contextes
Rechercher et identifier les risques, menaces, atteintes à la sécurité publique, aux lois et aux institutions","INGÉNIEUR SÉCURITÉ OPÉRATIONNEL

|
BP TECH (TECH)","Concevoir et maintenir un système de cybersécurité
(Avancé)
Contribuer à la cybersécurité de l'entreprise : savoir reconnaître les données sensibles
(Avancé)
Rechercher et identifier les risques, menaces, atteintes à la sécurité publique, aux lois et aux institutions
(Avancé)
S'assurer du respect des règles de cybersécurité
(Avancé)"
"PÉDAGOGIE, RÉFLEXIVITÉ, INTELLIGENCE COLLECTIVE ENTHOUSIASME","France entière","immédiate","Être à l'écoute, faire preuve d'empathie
Faire preuve de leadership
Concevoir un programme de formation
Outils multimédias
Techniques d'expression corporelle","Formateur-Chargé de mission - Accompagnement au changement

|
DRFIP Haute Garonne (Toulouse)","Feuilleton radiophonique
(Avancé)
Lecture-spectacle / monologue
(Avancé)
Outils multimédias
(Avancé)
Progiciel de gestion SAS Statistiques
(Intermédiaire)
Python
(Débutant)
Technologies de l'information et de la communication (TIC)
(Avancé)
Théâtre classique
(Avancé)
Théâtre contemporain
(Avancé)"
"Jeune diplômée d'un master ingénieur en intelligence artificiel à la recherche d'un premier emplois","France entière","immédiate","","Ingénieur généraliste 

|
Bac+5 et plus ou équivalents","Algorithmique
Analyse statistique
Anglais technique
Apprentissage automatique (machine learning)
Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
C/C++
Génie logiciel
HTML
Intelligence artificielle
Java
Langages de programmation informatique
Logiciels de gestion de base de données
Programmation logicielle
Python
SQL
Système d'exploitation Linux
Système d'exploitation Windows
Système de Gestion de Bases de Données (SGBD)
Systèmes d'exploitation informatique
XML"
"Double diplômé ingénieur des mines + MBA - Je souhaite mettre mes 6 années d'expérience en industrie et supply chain au profit de vos clients - Conseil en stratégie","France entière","immédiate","Conseiller des entreprises
Animer, coordonner une équipe
Concevoir et gérer un projet
Préconiser des améliorations en matière d'organisation, de gestion, de procédures
Structurer, synthétiser des informations","MBA Management in Business Administration

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Analyse des risques
(Intermédiaire)
Analyse du Cycle de Vie - ACV des produits
(Intermédiaire)
Analyse statistique
(Intermédiaire)
Anglais technique
(Avancé)
Audit interne
(Intermédiaire)
Biochimie
(Intermédiaire)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Caractéristiques de la chaîne logistique (Supply Chain)
(Avancé)
Conception de Fabrication Assistée par Ordinateur (CFAO)
(Intermédiaire)
Conception et Dessin Assistés par Ordinateur (CAO/DAO)
(Intermédiaire)
Données d'activité de la structure, du service
(Intermédiaire)
Efficacité énergétique
(Intermédiaire)
Électricité
(Intermédiaire)
Ergonomie
(Intermédiaire)
Génie énergétique
(Intermédiaire)
Gestion budgétaire
(Intermédiaire)
Gestion de l'information stratégique
(Intermédiaire)
Gestion des flux de production
(Avancé)
Intelligence économique
(Intermédiaire)
Knowledge Management
(Intermédiaire)
Langages de programmation informatique
(Intermédiaire)
Logiciel de gestion de stocks
(Intermédiaire)
Logiciel de gestion documentaire
(Intermédiaire)
Logiciel de traitement de texte
(Avancé)
Logiciels de gestion de base de données
(Intermédiaire)
Logiciel tableur
(Avancé)
Management de l'économie numérique
(Intermédiaire)
Management de la chaîne logistique (Supply chain management)
(Avancé)
Management de proximité
(Avancé)
Mécanique
(Intermédiaire)
Modélisation et simulation
(Intermédiaire)
Outil de gestion des flux
(Intermédiaire)
Progiciels de gestion intégrée d'entreprise (ERP)
(Intermédiaire)
Stratégies de communication
(Intermédiaire)
Suivi et mise à jour de banques de données de références, de nomenclatures, ...
(Intermédiaire)"
"Modélisation et simulations numériques","France entière","immédiate","Concevoir des modèles théoriques (calcul, simulation, modélisation)
Établir un rapport d'étude ou de recherche
Informatique
Réaliser et vérifier des calculs de mathématiques généraux ou appliqués
Sciences physiques","Chercheur en Calcul Scientifique

|
 INSERM (Tours, France)","Analyse statistique
(Avancé)
Informatique
(Avancé)
Langages de programmation informatique
(Avancé)
Logiciel de gestion documentaire
Logiciel de traitement de texte
(Avancé)
Logiciel tableur
(Intermédiaire)
Mathématiques
(Avancé)
Mécanique
(Avancé)
Modélisation et simulation
(Avancé)
Sciences de l'information et de la communication
Sciences de l'univers
(Avancé)
Sciences physiques
(Avancé)"
"Chargée de communication et evenementiel","France entière","immédiate","TOEIC ANGLAIS
Communication digitale
Gestion de projet
Mettre en oeuvre des actions de communication interne
Rédiger le contenu d'un support de communication","Chef de rang

|
Lacoste traiteur (Aquitaine)","Concevoir des supports de communication audiovisuels
(Intermédiaire)
Concevoir des supports de communication visuelle
(Avancé)
Créer, organiser ou coordonner un évènement
(Avancé)
Définir une ligne éditoriale
Définir une stratégie de communication
(Avancé)
Mettre en oeuvre des actions de communication
(Avancé)
Mettre en oeuvre des actions de communication interne
(Avancé)
Réaliser des actions de relation publique, de diffusion et de promotion de l'information
(Avancé)
Réaliser des supports de communication multimédia
(Intermédiaire)
Réaliser un journal interne
(Avancé)
Rédiger des communiqués de presse
(Avancé)
Rédiger le contenu d'un support de communication
(Avancé)
Rédiger un discours
Représenter sa structure lors d'un événement ou auprès d'instances de décision"
"Consultant / SAP finance comptabilité","France entière","immédiate","","Consultant SAP FI CO PS

|
La Poste Nantes","Audit interne
Comptabilité générale
Données d'activité de la structure, du service
Finance
Gestion administrative
Infogérance / télémaintenance
Logiciel de traitement de texte
(Avancé)
Logiciel tableur
(Avancé)
Négociation
Progiciels de gestion intégrée d'entreprise (ERP)
Progiciels industriels et techniques
Technologie de l'internet"
