Profil,Lieu_de_recherche,Disponibilité,Points_forts,Expérience,Compétence
Data Analyst,France entière,immédiate,"Faire preuve de curiosité
Organiser son travail selon les priorités et les objectifs
Travailler en équipe
C++, Python, PHP, Shell, HTML CSS, XML
SQL, MySQL, PL SQL, ORACLE","
MASTERE EN INTELLIGENCE ARTIFICIEL ET DIGITAL MANAGER

|
Bac+5 et plus ou équivalents",
ingénieure data performance sport automobile,France entière,immédiate,"Anglais
Portugais","
INGENIEUR DATA PERFORMANCE

|
A MON COMPTE",
Data Analyst,France entière,immédiate,"Analyser les tendances de consommation des clients
Gestion de projet
Marketing / Mercatique
Réaliser une étude quantitative
Rédiger de l'information","
Data Scientist
","Analyse de données expérimentales
(Avancé)
Big data Analytics
(Intermédiaire)
Conception et analyse d'enquête
(Avancé)
Insights marketing
(Avancé)
Logiciels de gestion de base de données
(Avancé)
Modélisation statistique
(Intermédiaire)
Utilisation de logiciels statistiques"
Data Analyst - Data Engineer,France entière,immédiate,"Business Intelligence (BI) / Informatique décisionnelle
MySQL
Power BI DAX
Progiciel de gestion SAS Statistiques
Anglais","
Master 2 Data Analyst a ""Data Sciencetech Institute"" | Dsti Paris - France

|
Bac+5 et plus ou équivalents","Application des méthodes de machine learning dans BI
Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Gestion de bases de données NoSQL
Gestion de données
IDE (Integrated Development Environment) Visual Studio
Java
Logique mathématique
Microsoft Excel
Microsoft Exchange Server
MySQL
Progiciel de gestion SAS Statistiques
Programmation en Python
Statistiques appliquées
Système d'exploitation Unix
Système d'exploitation Windows
Techniques d'exploration de données (data mining)
Théorie des probabilités
Transact SQL (T-SQL)
Visual Basic
XML"
Ingénieur Big Data,France entière,immédiate,,"
DATA SCIENTIST

|
FIPSICO (Lille)","Apache
Application des méthodes de machine learning dans BI
Déploiement de services cloud (cloud computing)
Grande distribution
Java
Microsoft Exchange Server
MySQL
Programmation en Python
Système de Gestion de Bases de Données (SGBD)
Système temps réel
Techniques d'exploration de données (data mining)"
Ingénieur Data Scientist,France entière,immédiate,"Application des méthodes de machine learning dans BI
Matplotlib
Méthodes de visualisation
Programmation en Python
Anglais","
Office National d'Études et de Recherches Aérospatiales Data Scientist - Stage de fin d'études

|
 (Avril)","Application des méthodes de machine learning dans BI
(Avancé)
Commandes Numériques (CN)
(Intermédiaire)
Gestion de bases de données NoSQL
(Avancé)
GitLab
(Intermédiaire)
Kubernetes
(Avancé)
Méthodes de visualisation
(Avancé)
Optimisation de performances
(Avancé)
PL/SQL
(Intermédiaire)
Programmation en Python
(Avancé)
Realflow
Système de Gestion de Bases de Données (SGBD)
(Avancé)
Toon Boom"
Consultant Data,France entière,immédiate,"Analyser des données techniques pour optimiser les processus
Élaborer des solutions techniques et fonctionnelles
Présenter les évolutions du système d'information au commanditaire
Recenser les besoins du commanditaire
Français","
Ingénierie logicielle, Application aux données environnementales

|
Bac+5 et plus ou équivalents",Présenter les évolutions du système d'information au commanditaire
Data Analyst,France entière,immédiate,"php
CSS
HTML
Suite bureautique - LibreOffice
Anglais","
Stage Informatique chez DBCOM

|
DBCOM","Adobe Première Pro
CMS (Système de gestion de contenu) Joomla
CSS
HTML
Microsoft Excel
Suite bureautique - LibreOffice"
Geoscientist Data Manager,France entière,immédiate,"Analyse de données de production
Déterminer des mesures correctives
Mettre en place des solutions d'amélioration de la performance
Anglais
B - Véhicule léger","
Géologue Data Manager

|
CVA Engineering (Pau, Pyrénées Atlantiques, France)","Analyse sismologique
(Intermédiaire)
Diagraphie
(Avancé)
Géodésie
(Avancé)
Géologie
(Avancé)
Géothermie
(Intermédiaire)
Gestion des habitats naturels
(Avancé)
Granulométrie
Informatique scientifique
(Avancé)
Modélisation et simulation
Pédologie (formation, évolution et caractéristiques des sols, ...)
(Intermédiaire)
Sédimentologie
(Avancé)
Stratigraphie
(Avancé)
Surveillance thermique des volcans
(Avancé)
Système d'Information Géographique (SIG)
(Intermédiaire)
Systèmes d'information de gestion"
A la recherche d'un CDI en Data,France entière,immédiate,"Algorithmique
Analyse de données expérimentales
Langages de programmation informatique
Utilisation de logiciels statistiques","
Consultant Data Engineer

|
Sinay (Caen (full remote))","Algorithmique
(Intermédiaire)
Analyse de données expérimentales
(Intermédiaire)
Big data Analytics
(Intermédiaire)
Business Intelligence (BI) / Informatique décisionnelle
(Débutant)
Développement économique
(Intermédiaire)
Économétrie
(Intermédiaire)
Langages de programmation informatique
(Intermédiaire)
Logiciels de gestion de base de données
(Intermédiaire)
Modélisation et simulation
(Intermédiaire)
Modélisation statistique
(Intermédiaire)
Urbanisme
(Débutant)
Utilisation de logiciels statistiques
(Intermédiaire)"
Data Analyst,France entière,immédiate,"Analyser, exploiter, structurer des données
Communiquer les résultats des études aux parties prenantes
Concevoir des modèles de détection des insights consommateurs
Faire preuve d'autonomie
Prendre des initiatives et être force de proposition","
Master DATA

|
Bac+5 et plus ou équivalents","Adapter les outils de traitement statistique de données
Analyser, exploiter, structurer des données
Assister une structure dans l'interprétation et l'analyse d'une étude
Définir et faire évoluer des procédés de traitement de l'information"
Data Scientist,France entière,immédiate,"Faire preuve d'autonomie
Faire preuve de curiosité
Travailler en équipe
Assister une structure dans l'interprétation et l'analyse d'une étude
Réaliser une étude","
Doctorant

|
Artificial and Natural Intelligence Toulouse Institute (ANITI) (Toulouse, 31000, Haut-Garonne, France)Cette Expérience contient une pièce jointe","Adapter les outils de traitement statistique de données
(Avancé)
Analyser, exploiter, structurer des données
(Avancé)
Assister une structure dans l'interprétation et l'analyse d'une étude
(Avancé)
Définir et faire évoluer des procédés de traitement de l'information
(Intermédiaire)
Réaliser un modèle de prévision
(Avancé)"
Data Analyst à la recherche d'une opportunité,France entière,immédiate,,"
Data Analyst
","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Insights marketing
Langages de programmation informatique
Maitrise statistique du processus (MSP)
(Avancé)
Modélisation et simulation
Sécurité physique des datacenters
(Avancé)
Systèmes de gestion de base de données
(Intermédiaire)"
Reconversion en Data Analyst,France entière,immédiate,"Faire preuve de curiosité
Rédiger un rapport, un compte rendu d'activité
Utilisation de logiciels de tableur
Utiliser les outils numériques
Apporter une assistance technique aux équipes","
Data analyst

|
Bac+3, Bac+4 ou équivalents","Business Intelligence (BI) / Informatique décisionnelle
Conception et analyse d'enquête
Identification des signes et du degré de la douleur
(Avancé)
Informatique
(Intermédiaire)
Langages de programmation informatique
Logiciel de traitement de texte
(Intermédiaire)
Modélisation et simulation
Modélisation statistique
Soins de nursing
(Intermédiaire)
Techniques de mobilisation des patients
(Intermédiaire)
Terminologie médicale
(Intermédiaire)
Traitement des commandes
Utilisation de logiciels de tableur
(Intermédiaire)"
Data Scientist Junior,France entière,immédiate,,"
Data Scientist

|
SANEF (Issy les Moulineaux)","Application des méthodes de machine learning dans BI
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
(Avancé)
Modélisation et simulation
Programmation en Python
Système de Gestion de Bases de Données (SGBD)"
Data scientist,France entière,immédiate,"Algorithmique
Business Intelligence (BI) / Informatique décisionnelle
Logiciels de gestion de base de données
Modélisation statistique","
Stages monde : stages professionnels dans le monde entier - Asie-Océanie
","Algorithmique
Analyse de données expérimentales
Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Logiciels de gestion de base de données
Modélisation et simulation
Modélisation statistique
Utilisation de logiciels statistiques"
Data Analyst,France entière,immédiate,,"
Anglais - 
","Gestion de versions de logiciels de jeux
(Avancé)
PL/SQL
(Avancé)
Programmation en Python
(Avancé)
Système d'exploitation informatique VMWare (virtualisation d'architecture)
(Avancé)
Système d'exploitation Linux
(Avancé)"
"Data, IA, Computer vision, Traitement d'image, Python, JavaScript",France entière,immédiate,"Travailler en équipe
Application web
Concevoir une application web
Français
Anglais","
Développeur.se RPG et web sous IBM i
","Anglais technique
Apache
Application web
(Intermédiaire)
Architecture propriétaire
Architecture web
Big data Analytics
(Intermédiaire)
C#
CSS
Gestion de bases de données NoSQL
Gestion des relations clientèle
HTML
Informatique industrielle
Informatique scientifique et technique
J2EE
Java
Langage C++
PHP
Programmation en Python
Publication Assistée par Ordinateur (PAO)
Réseaux informatiques et télécoms
Sécurité des systèmes embarqués
XML"
"Senior Data Analyst, j’ai travaillé en tant que consultant interne chargé de fournir des analyses et insights concrets sur des problématiques business.",France entière,immédiate,"Analyse de données expérimentales
Gestion de projet
Mettre en place des solutions d'amélioration de la performance
Réaliser une étude marketing
Rédiger un rapport, un compte rendu d'activité","
MASTER 2 PROGRAMME GRANDE ECOLE - TOULOUSE BUSINESS SCHOOL

|
Bac+5 et plus ou équivalents","Concevoir la campagne promotionnelle d'un produit
Contractualiser une prestation avec un client
Élaborer, adapter une proposition commerciale
Élaborer un plan marketing, une stratégie de marque et de communication
Mettre en oeuvre des actions commerciales et promotionnelles
Réaliser une étude marketing
Répondre à un appel d'offre"
Business Data Analyst - bilingue anglais - 7 ans d'expérience,France entière,immédiate,"Travailler en équipe
Analyse de données expérimentales
Gestion de projet
Recueillir et analyser les besoins client
Techniques de communication orales, écrites et numériques","
Développeur en intelligence artificielle bloc 1 analyse exploratoire et descriptive de la donnée / B

|
Bac+5 et plus ou équivalents","Analyser un marché
(Avancé)
Concevoir la campagne promotionnelle d'un produit
(Avancé)
Concevoir un argumentaire produit
(Intermédiaire)
Définir une gamme de produits
(Avancé)
Développer et fidéliser la relation client
(Avancé)
Élaborer un plan marketing, une stratégie de marque et de communication
(Avancé)
Mettre en oeuvre des actions commerciales et promotionnelles
(Avancé)
Réaliser une veille de marché, une veille concurrentielle
(Avancé)"
Jeune diplomé avec 1 an d'expérience disponible pour le poste de Data Scientist/Analyst/Big Data,France entière,immédiate,"Analyse de données expérimentales
Langages de programmation informatique
Modélisation statistique
Utilisation de logiciels statistiques","
Master statistique et économétrie

|
Bac+5 et plus ou équivalents","Algorithmique
Analyse de données expérimentales
Big data Analytics
Économétrie
Langages de programmation informatique
Logiciels de gestion de base de données
Modélisation et simulation
Modélisation statistique
Utilisation de logiciels statistiques"
A la recherche d'une opportunité dans la Data,France entière,immédiate,Programmation en Python,"
Simulation du modèle d'Ising avec des algorithmes de type Monte Carlo par chaînes de Markov

|
Inria hébergée par l'École normale supérieure de Lyon (Lyon)Cette Expérience contient une pièce jointe","Algorithmique
(Intermédiaire)
Gestion de bases de données NoSQL
(Intermédiaire)
GitHub
(Débutant)
Langages de programmation informatique
Modélisation et simulation
Modélisation statistique
Programmation en Python
(Avancé)
Système d'exploitation Unix
(Intermédiaire)"
Diplomé d'un master Finance & Information Technology de la Toulouse School of Management. A la recherche d'un premier emploi dans le domaine de la data.,France entière,immédiate,"Adapter les outils de traitement statistique de données
Communiquer les résultats des études aux parties prenantes
Définir et faire évoluer des procédés de traitement de l'information
Rédiger de l'information
Anglais","
Co-fondateur / Data analyst

|
Allive (Toulouse)","Charger, décharger, manutentionner des produits
Conditionner des produits
Ranger des produits ou marchandises selon leurs dates de validité et les conditions de conservation
Trier et répartir les colis, marchandises selon les indications (codification, format, poids, nombre, ...)"
Chargée d'études actuarielles/statistiques/data analyst,France entière,immédiate,,"
Ingénierie Statistique et économique de la Finance, de l'assurance et du risque

|
Bac+5 et plus ou équivalents","Gestion de bases de données NoSQL
Gestion de la sécurité des données dans les projets BI
Maitrise statistique du processus (MSP)
Microsoft Excel
Microsoft PowerPoint
Microsoft Word
Progiciel de gestion SAS Statistiques
Programmation en Python
Science actuarielle
Utilisation de logiciels statistiques"
Data Engineer | Analyst,France entière,immédiate,"Adapter les outils de traitement statistique de données
Définir et faire évoluer des procédés de traitement de l'information
Langages de programmation informatique
Modélisation et simulation
Réaliser des études spécifiques","
INTELLIGENCE ARTIFICIELLE FONDEMENTS ET APPLICATIONS

|
Bac+5 et plus ou équivalents","Algorithmique
(Avancé)
Analyse de données expérimentales
(Intermédiaire)
Big data Analytics
(Intermédiaire)
Business Intelligence (BI) / Informatique décisionnelle
(Intermédiaire)
Conception et analyse d'enquête
Langages de programmation informatique
(Avancé)
Logiciels de gestion de base de données
(Intermédiaire)
Modélisation et simulation
(Avancé)
Modélisation statistique
(Avancé)"
Data scientist,France entière,immédiate,,,
Data Analyst avec expérience,France entière,immédiate,"Langages de programmation informatique
Logiciels de gestion de base de données
Français
Anglais","
Master en Machine Intelligence

|
Bac+5 et plus ou équivalents","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Langages de programmation informatique
Logiciels de gestion de base de données"
Economiste & Data Analyst | Macroéconomie | Prévision économique et financière,France entière,immédiate,"Analyse de données expérimentales
Anglais
Logiciels de gestion de base de données
Réaliser une veille documentaire
Sciences économiques et sociales","
Analyser les données avec Microsoft Power BI
","Analyse de données expérimentales
(Avancé)
Économétrie
(Avancé)
Logiciels de gestion de base de données
(Avancé)
Mathématiques financières
(Avancé)
Sciences économiques et sociales
(Avancé)
Statistiques appliquées
(Avancé)"
Data scientist,France entière,immédiate,"Faire preuve de créativité, d'inventivité
Informatique
Structurer, synthétiser des informations
Utiliser les outils numériques
Anglais","
Master MEEF Mathématiques

|
Bac+5 et plus ou équivalents","Développer une démarche pédagogique pour l'enseignement des savoirs fondamentaux
Évaluer des acquis d'apprentissage, de formation ou d'expérience
Organiser des évaluations de connaissances et de compétences, des examens
(Avancé)"
Ingénieur généraliste diplômé. Spécialisation en mécatronique et robotique. Formation complémentaire en big data,France entière,immédiate,"Être à l'écoute, faire preuve d'empathie
Faire preuve d'autonomie
Faire preuve de curiosité
S'adapter aux changements","
Chef de projet en transformation digitale

|
France Chimie Grand Est (Mulhouse)","Algorithmique
(Débutant)
Analyse de cycle de vie
(Débutant)
Analyse de risque
(Débutant)
Application des méthodes de machine learning dans BI
(Débutant)
Automatisme
(Débutant)
Big data Analytics
(Intermédiaire)
Business Intelligence (BI) / Informatique décisionnelle
(Débutant)
Conception d'un grafcet
(Débutant)
Économie du développement durable
(Débutant)
Électricité
(Débutant)
Énergies renouvelables
(Débutant)
Informatique
(Intermédiaire)
Installation de systèmes hydrauliques
(Intermédiaire)
Langage C++
(Débutant)
Langages de programmation informatique
(Intermédiaire)
Logiciels de gestion de base de données
(Débutant)
Mécanique des fluides
(Intermédiaire)
Mécatronique
(Débutant)
Mise à jour des connaissances en mécanique
(Débutant)
Pneumatique
(Débutant)
Programmation en Python
(Intermédiaire)
Robotique
(Débutant)
Techniques d'audit interne
(Débutant)
Thermodynamique
(Débutant)
Utilisation de logiciels de CAO/DAO
(Débutant)
Utilisation de logiciels statistiques
(Débutant)
Visual Basic
(Intermédiaire)"
Data Scientist /Analyst - Statisticien,France entière,immédiate,"Analyse de données expérimentales
Économétrie
Logiciels de gestion de base de données
NOSQL: MongoDB
Utilisation de logiciels statistiques","
Master IES Data Science for Social Sciences 

|
Bac+5 et plus ou équivalents","Analyse de données expérimentales
(Avancé)
Application des méthodes de machine learning dans BI
(Avancé)
Big data Analytics
(Avancé)
Character Studio
(Avancé)
Déploiement de services cloud (cloud computing)
(Avancé)
Économétrie
(Avancé)
Gestion de bases de données NoSQL
(Avancé)
Langages de programmation informatique
(Avancé)
Logiciels de gestion de base de données
(Avancé)
Microsoft PowerPoint
(Avancé)
Modélisation et simulation
(Avancé)
Modélisation statistique
(Avancé)
MySQL
(Avancé)
Programmation en Python
(Avancé)
Proplan
(Avancé)
Utilisation de logiciels statistiques
(Avancé)"
Data Analyst,France entière,immédiate,"Prendre une décision et l'expliquer
Analyse de données expérimentales
Analyser, exploiter, structurer des données
Déterminer et développer les méthodes de recherche, de recueil et d'analyse de données
Structurer, synthétiser des informations","
Data Analyst

|
Le Groupe La POSTE (Issy-les-Moulineaux)","Analyse de données expérimentales
Conception et analyse d'enquête
Méthodes et outils de résolution de problèmes
Modélisation et simulation
Technologie de Groupe Assistée par Ordinateur (TGAO)
Utilisation de logiciels de CAO/DAO
Utilisation de logiciels de conception et fabrication assistée par ordinateur (CFAO)"
"Jeune diplômé, Recherche CDI dans le domaine de la data",France entière,immédiate,"Data engineer
Définir les solutions de stockage et de structuration des données
Mettre en place des solutions d'amélioration de la performance
Programmation en Python
Utiliser l'anglais en contexte professionnel","
M2 - Data Engineer & Data Scientist

|
Bac+5 et plus ou équivalents","Algorithmique
Anglais technique
Application web
Architecture web
Business Intelligence (BI) / Informatique décisionnelle
Déploiement de services cloud (cloud computing)
Génie logiciel
Informatique scientifique et technique
Intelligence artificielle
Langages de programmation informatique
Maîtrise d'un outil de gestion de flux (Kafka, Flink…)
Modèle informatique client-serveur
Programmation en Python
Programmation logicielle
Système d'exploitation Linux
Systèmes d'exploitation informatique
Systèmes d'information de gestion
Technologies HADOOP
Technologies SPARK (Framework)"
Data Analyst,France entière,immédiate,"Élaborer des solutions techniques et fonctionnelles
Méthode AGILE
Modélisation informatique
Rédiger de l'information
Analyser, exploiter, structurer des données","
Data analyst

|
Hn services","Adapter les outils de traitement statistique de données
(Avancé)
Analyser, exploiter, structurer des données
(Avancé)
Concevoir l'architecture d'un système, d'un réseau
Déployer, intégrer un logiciel, un système d'informations, une application
Procéder aux phases de tests et de recettes des applications développées
(Intermédiaire)
Réaliser un modèle de prévision
(Intermédiaire)"
A la recherche d’un poste en Data Science / Data Engineering,France entière,immédiate,"Logiciels de gestion de base de données
Programmation en Python
Réaliser un modèle de prévision
Adapter les outils de traitement statistique de données
Utilisation de logiciels statistiques","
Consultant data scientist

|
Micropole (Levallois)","Algorithmique
(Intermédiaire)
Analyse de données expérimentales
(Avancé)
Big data Analytics
(Intermédiaire)
Déploiement de services cloud (cloud computing)
(Débutant)
Économétrie
(Intermédiaire)
Insights marketing
(Intermédiaire)
Logiciels de gestion de base de données
(Intermédiaire)
Modélisation statistique
(Avancé)
Programmation en Python
(Intermédiaire)
Utilisation de logiciels statistiques
(Avancé)"
Nouveau diplômé d'un Master en Gouvernance des Donnée | Aspirant Data Analyst,France entière,immédiate,"Règlement Général européen sur la Protection des Données (RGPD)
Systèmes d'information de gestion
Business Intelligence (BI) / Informatique décisionnelle
Gestion de bases de données NoSQL
Programmation en Python","
Stagiaire en tant que Data analyste

|
Hôtel Restaurant du Palais des Papes (Avignon)","Business Intelligence (BI) / Informatique décisionnelle
(Intermédiaire)
Gestion de bases de données NoSQL
(Intermédiaire)
Google Analytics
Langages de programmation informatique
(Intermédiaire)
Logiciels de gestion de base de données
(Intermédiaire)
MySQL
(Intermédiaire)
PHP
(Intermédiaire)
Programmation en Python
(Intermédiaire)
Questions juridiques
SharePoint
Suite bureautique - LibreOffice
Système d'exploitation informatique Open BSD
Systèmes d'information de gestion
Systèmes de gestion de base de données
(Intermédiaire)
XML"
Data Scientist & Data Analyst,France entière,immédiate,"Lire et interpréter des données et documents techniques au besoin en anglais
Modélisation statistique
Programmation en Python
Réaliser un modèle de prévision
R","
Stagiaire Data scientist

|
Deeptimize ","Gantt Project (Gestion)
(Avancé)
Gestion de bases de données NoSQL
(Avancé)
Gestion de versions de logiciels de jeux
(Avancé)
JIRA
(Avancé)
Modélisation et simulation
Modélisation statistique
Programmation en Python
Suite bureautique - LibreOffice
(Intermédiaire)"
A la recherche d'un poste d'épidémiologiste ou de data manager,France entière,immédiate,"Analyser, exploiter, structurer des données
Déterminer et développer les méthodes de recherche, de recueil et d'analyse de données
Diriger des travaux de recherche (thèse, mémoire d'études...)
Langages de programmation informatique
Rédiger une publication scientifique","
Economie de la santé

|
Bac+5 et plus ou équivalents","Analyser, exploiter, structurer des données
Déterminer et développer les méthodes de recherche, de recueil et d'analyse de données"
Développeur informatique /,France entière,immédiate,"Système d'exploitation informatique Android
Informatique
Langages de programmation informatique","
Technicien Support

|
IT CENTER Altice Media (BFMTV et RMC)  (Paris 75)","Algorithmique
(Avancé)
Analyse de données expérimentales
(Avancé)
Application web
(Intermédiaire)
Big data Analytics
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Conception et analyse d'enquête
(Avancé)
Gestion des configurations
(Avancé)
Informatique
(Avancé)
Langages de programmation informatique
(Avancé)
Logiciel de gestion clients
(Avancé)
Réseaux informatiques et télécoms
(Avancé)
Script Shell
(Avancé)
Système d'exploitation informatique Android
(Intermédiaire)
Système d'exploitation informatique Sun OS
(Intermédiaire)
Système d'exploitation informatique VirtualBox
(Intermédiaire)
Système d'exploitation Linux
(Intermédiaire)
Système d'exploitation Windows
(Intermédiaire)"
Directeur commercial / Directrice commerciale B to B et B to C,France entière,immédiate,,"
DIRECTRICE DE BUSINES UNIT

|
LEADER'S LEAGUE  (PARIS)","Déterminer le potentiel d'un client ou prospect
Développer et fidéliser la relation client
Élaborer une stratégie commerciale
Mettre en oeuvre une stratégie commerciale
Réaliser une veille de marché, une veille concurrentielle"
Looking for a job as Business and Management consultant,France entière,immédiate,"Assurer la gestion administrative d'une activité
Conduire des travaux d'études et de recherche
Gérer les ressources humaines
Recueillir et analyser les besoins client","
MASTER OF SCIENCE IN INTERNATIONAL MANAGEMENT

|
Bac+5 et plus ou équivalents","Assister la maîtrise d'ouvrage
Concevoir l'ingénierie de formation et les séquences pédagogiques
Conseiller des entreprises
Conseiller une structure dans la gestion de son activité
Enseigner, transmettre des connaissances, développer des compétences"
Reconversion Test logiciel,France entière,immédiate,"Analyser, exploiter, structurer des données
Communiquer auprès de ses clients internes et externes
Finance
Gestion de bases de données NoSQL
Parler une ou plusieurs langues étrangères","
DATA MANAGEMENT FOR FINANCE

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Anglais technique
Comptabilité générale
Finance
Gestion de bases de données NoSQL
Gestion des relations clientèle
Programmation en Python
Systèmes d'information de gestion"
"Directrice Marketing, Communication & Projets digitaux",France entière,immédiate,,"
Responsable marketing et communication

|
RX France","Élaborer un plan marketing, une stratégie de marque et de communication
(Avancé)
Mener une campagne d'e-mailing
(Intermédiaire)
Participer aux phases créatives d'un projet marketing"
INTERNATIONAL RELATIONS ANALYST & PROJECT MANAGER,France entière,immédiate,,"
DOCTORAT SCIENCESPO PARIS ""SCIENCE POLITIQUE/RI"" en préparation

|
Bac+5 et plus ou équivalents","Anthropologie
Économie
Logiciel de traitement de texte
(Intermédiaire)
Sciences politiques
Typographie
Utilisation de logiciels de tableur
(Intermédiaire)"
Je suis à la  recherche active d'une opportunité professionnelle pour mettre en pratique ma passion de la gestion de projets et contribuer au succès d'une équipe dynamique.,France entière,immédiate,"Être à l'écoute, faire preuve d'empathie
Faire preuve de leadership
Prendre des initiatives et être force de proposition
S'adapter aux changements
Travailler en équipe","
Manager Opérationnel des Activités 

|
Bac+5 et plus ou équivalents","Connaissances en techniques de communication, technologies de l'information, Internet, vidéo, réseaux sociaux (LinkedIn, Twitter…), multimédia
Gestion budgétaire
Maîtrise des logiciels de création et d'édition graphique (PAO [Publicité assistée par ordinateur]) : Photoshop, Illustrator, InDesign
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)"
Technologies & Applications Spatiales,France entière,immédiate,"Élaborer des processus et des modes opératoires techniques
Évaluer la mise en œuvre d'un projet, d'un plan d'action
Identifier les contraintes d'un projet
Structurer, synthétiser des informations
Anglais","
Observation de la Terre, Telecom & Navigation par satellite

|
Bac+5 et plus ou équivalents","Anglais niveau avancé B2
Langages de programmation informatique
Modélisation et simulation
Sciences physiques"
Diplômé en septembre 2024 avec une spécialisation en science des données. Expérience en IA générative et modélisation prédictive pour l'industrie.,France entière,immédiate,"Autonomie
Gestion de projet
Anglais","
Data Scientist Intern

|
Amadeus (Nice)","Français
Gestion de versions de logiciels de jeux
Nuke
Programmation en JavaScript
Programmation en Python"
Reconversion dans l'analyse de données.,France entière,immédiate,,"
Data Anlyst (OpenClassrooms)

|
Bac+3, Bac+4 ou équivalents","Analyse de données expérimentales
(Intermédiaire)
Conception et analyse d'enquête
(Intermédiaire)
Langages de programmation informatique
(Avancé)
Logiciels de gestion de base de données
(Intermédiaire)
Modélisation statistique
(Avancé)"
Ingénieur en données diplomée doublée d'une développeuse web experimentée.,France entière,immédiate,,"
Microsoft Certified : Azure Fundamentals
","Algorithmique
Anglais technique
Application des méthodes de machine learning dans BI
Architecture web
CSS
Déploiement de services cloud (cloud computing)
Docker
Framework Spring
Génie logiciel
Gestion de versions de logiciels de jeux
HTML
Informatique scientifique et technique
Intelligence artificielle
Java
Kubernetes
Langages de programmation informatique
Maîtrise d'un outil de gestion de flux (Kafka, Flink…)
Microsoft Exchange Server
MySQL
Node.js
Outil Maven
Programmation en Python
Programmation logicielle
Scala
Search Engine Marketing (SEM)
Sécurité physique des datacenters
SharePoint
Système d'exploitation Linux
Technologies SPARK (Framework)"
Chef de Produit Junior,France entière,immédiate,,"
DATA ANALYTICS & MANAGEMENT MRKETING

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Analyser un marché
Élaborer un plan marketing, une stratégie de marque et de communication
Réaliser une veille de marché, une veille concurrentielle"
Consultant / Analyste financier,France entière,immédiate,"Analyse et sélection de fonds OPCVM
Corporate finance
Evaluation d'entreprise
Modélisation financière
Anglais","
Certification SAGE 100 Cloud - Comptabilité Finance

|
Bac+5 et plus ou équivalents",Prendre une décision et l'expliquer
Trained physicist looking for a jobs in fundamental physics research and machine learning applications,France entière,immédiate,"Faire preuve d'autonomie
Faire preuve de rigueur et de précision
Travailler en équipe
Déterminer et développer les méthodes de recherche, de recueil et d'analyse de données
Réaliser et vérifier des calculs de mathématiques généraux ou appliqués",,"Analyser, exploiter, structurer des données
(Avancé)
Déterminer et développer les méthodes de recherche, de recueil et d'analyse de données
(Avancé)"
"Ingénierie Informatique, traitement d’image et sur les transports.",France entière,immédiate,"Faire preuve de curiosité
Faire preuve de persévérance
Travailler en équipe","
Doctorat en transports ferroviaires

|
Bac+5 et plus ou équivalents","Algorithmique
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
CSS
(Débutant)
Géographie des transports
(Avancé)
Gestion des configurations
HTML
(Débutant)
Informatique industrielle
Informatique scientifique et technique
(Avancé)
Java
(Intermédiaire)
Langage C++
(Débutant)
Langages de programmation informatique
(Intermédiaire)
Pascal
(Intermédiaire)
PHP
(Débutant)
Programmation en Python
(Avancé)
Programmation logicielle
Script Shell
(Avancé)
Systèmes d'exploitation informatique
Systèmes d'information de gestion
(Intermédiaire)
Systèmes de gestion des transports (Transport Management System - TMS)
(Intermédiaire)
Technologies de l'accessibilité numérique"
"Game designer, 3C designer, System designer",France entière,immédiate,,"
Mastère en Game Design à Isart Digital à Paris

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe",Ecrire une ou plusieurs langues étrangères
chef de projet digital,France entière,immédiate,"de growth hacking
Figma
Méthodologie Scrum
Optimisation des processus d'atelier
Techniques de marketing digital","
Master Pstb: Ia&business Transformation

|
Bac+5 et plus ou équivalents","Architecture web
(Débutant)
Blockchain
(Intermédiaire)
Connaissances en techniques de communication, technologies de l'information, Internet, vidéo, réseaux sociaux (LinkedIn, Twitter…), multimédia
(Intermédiaire)
CSS
(Intermédiaire)
Écriture de scénario
(Intermédiaire)
Gestion de données
(Avancé)
Google Analytics
(Intermédiaire)
HTML
(Avancé)
Java
(Intermédiaire)
Microsoft Dynamics CRM
(Avancé)
Module logiciel
(Intermédiaire)
Pratique du basket-ball
(Avancé)
Pratique du football
(Avancé)
Pratique du golf
(Avancé)
Pratique du tennis
(Avancé)
Programmation en Python
(Avancé)
Salesforce
(Intermédiaire)
Suite bureautique - LibreOffice
(Intermédiaire)
WordPress (CMS)
(Intermédiaire)"
PMO/ Project Engineer,France entière,immédiate,,"
Bachelor of Engineering

|
Bac+5 et plus ou équivalents","Concevoir et gérer un projet
Définir la stratégie des systèmes d'informations"
